algorithm,validation_method,remove_outliers,scale_data,use_pca,params,accuracy,precision,recall,f1,best_params
knn_classifier,cross_validation,True,False,True,{'n_neighbors': 3},0.2053333333333333,0.22269087301587304,0.4370110458985459,0.17421138611790787,
knn_classifier,cross_validation,True,False,True,{'n_neighbors': 5},0.188,0.20647619047619048,0.4249293578643579,0.16233688271581825,
knn_classifier,cross_validation,True,False,True,{'n_neighbors': 10},0.20800000000000002,0.22702896825396826,0.4124196398916988,0.18275898627603432,
knn_classifier,holdout,True,False,True,,0.2088888888888889,0.20033333333333336,0.37738632623415236,0.18378902143608028,default
knn_classifier,cross_validation,False,False,True,{'n_neighbors': 3},0.20666666666666664,0.21924642857142856,0.4244583156867213,0.17274199429056408,
knn_classifier,cross_validation,False,False,True,{'n_neighbors': 5},0.18666666666666668,0.2117047619047619,0.41187253628724213,0.15953591589696853,
knn_classifier,cross_validation,False,False,True,{'n_neighbors': 10},0.20533333333333337,0.22536230158730158,0.41408577830595095,0.1815103147397265,
knn_classifier,holdout,False,False,True,,0.2,0.19300000000000003,0.34954777589560193,0.17743622218854418,default
knn_classifier,cross_validation,True,True,False,{'n_neighbors': 3},0.04266666666666667,0.035884353741496594,0.9329401308615586,0.023824257324626112,
knn_classifier,cross_validation,True,True,False,{'n_neighbors': 5},0.03333333333333334,0.027040816326530614,0.9596336135853285,0.01074937293377301,
knn_classifier,cross_validation,True,True,False,{'n_neighbors': 10},0.03333333333333334,0.03963605442176871,0.9411772675407273,0.011949629995710875,
knn_classifier,holdout,True,True,False,,0.02666666666666667,0.02,0.9805333333333334,0.001038961038961039,default
knn_classifier,cross_validation,False,True,False,{'n_neighbors': 3},0.04266666666666667,0.035884353741496594,0.9329401308615586,0.023824257324626112,
knn_classifier,cross_validation,False,True,False,{'n_neighbors': 5},0.03333333333333334,0.027040816326530614,0.9596336135853285,0.01074937293377301,
knn_classifier,cross_validation,False,True,False,{'n_neighbors': 10},0.03333333333333334,0.03963605442176871,0.9411772675407273,0.011949629995710875,
knn_classifier,holdout,False,True,False,,0.02666666666666667,0.02,0.9805333333333334,0.001038961038961039,default
knn_classifier,cross_validation,True,False,False,{'n_neighbors': 3},0.2146666666666667,0.23223253968253968,0.4097522743825376,0.1814229958929959,
knn_classifier,cross_validation,True,False,False,{'n_neighbors': 5},0.2106666666666667,0.23646031746031743,0.4250463906054864,0.1813455093872142,
knn_classifier,cross_validation,True,False,False,{'n_neighbors': 10},0.20933333333333332,0.22475119047619044,0.423879313061666,0.1863743844123617,
knn_classifier,holdout,True,False,False,,0.20444444444444446,0.19500000000000003,0.32980303030303026,0.1797104467599824,default
knn_classifier,cross_validation,False,False,False,{'n_neighbors': 3},0.2146666666666667,0.23223253968253968,0.4097522743825376,0.1814229958929959,
knn_classifier,cross_validation,False,False,False,{'n_neighbors': 5},0.2106666666666667,0.23646031746031743,0.4250463906054864,0.1813455093872142,
knn_classifier,cross_validation,False,False,False,{'n_neighbors': 10},0.20933333333333332,0.22475119047619044,0.423879313061666,0.1863743844123617,
knn_classifier,holdout,False,False,False,,0.20444444444444446,0.19500000000000003,0.32980303030303026,0.1797104467599824,default
xgboost_classifier,cross_validation,True,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.23333333333333334,0.24249523809523804,0.4276336631622346,0.19216949826217536,
xgboost_classifier,cross_validation,True,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.264,0.2798775510204081,0.4472566435831742,0.2265016409494201,
xgboost_classifier,cross_validation,True,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.23466666666666666,0.24382857142857137,0.432036260564832,0.19274106003373712,
xgboost_classifier,cross_validation,True,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.26266666666666666,0.2785442176870748,0.44507590323508694,0.22487375137867333,
xgboost_classifier,cross_validation,True,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.23466666666666666,0.24382857142857137,0.432036260564832,0.19274106003373712,
xgboost_classifier,cross_validation,True,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.26266666666666666,0.2785442176870748,0.44507590323508694,0.22487375137867333,
xgboost_classifier,cross_validation,True,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.2866666666666666,0.303287074829932,0.46019709258994973,0.2470806897959422,
xgboost_classifier,cross_validation,True,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.30533333333333335,0.32150748299319726,0.4761420896563754,0.2642850053374663,
xgboost_classifier,cross_validation,True,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.292,0.3062204081632653,0.45624426673100144,0.2480992133159063,
xgboost_classifier,cross_validation,True,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.30533333333333335,0.32399727891156466,0.474307827546603,0.26357421554036203,
xgboost_classifier,cross_validation,True,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.292,0.3062204081632653,0.45624426673100144,0.2480992133159063,
xgboost_classifier,cross_validation,True,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.30533333333333335,0.32399727891156466,0.474307827546603,0.26357421554036203,
xgboost_classifier,holdout,True,True,True,,0.3288888888888889,0.3106666666666667,0.4219617604617604,0.30352131081852446,default
xgboost_classifier,cross_validation,False,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.23333333333333334,0.24249523809523804,0.4276336631622346,0.19216949826217536,
xgboost_classifier,cross_validation,False,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.264,0.2798775510204081,0.4472566435831742,0.2265016409494201,
xgboost_classifier,cross_validation,False,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.23466666666666666,0.24382857142857137,0.432036260564832,0.19274106003373712,
xgboost_classifier,cross_validation,False,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.26266666666666666,0.2785442176870748,0.44507590323508694,0.22487375137867333,
xgboost_classifier,cross_validation,False,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.23466666666666666,0.24382857142857137,0.432036260564832,0.19274106003373712,
xgboost_classifier,cross_validation,False,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.26266666666666666,0.2785442176870748,0.44507590323508694,0.22487375137867333,
xgboost_classifier,cross_validation,False,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.2866666666666666,0.303287074829932,0.46019709258994973,0.2470806897959422,
xgboost_classifier,cross_validation,False,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.30533333333333335,0.32150748299319726,0.4761420896563754,0.2642850053374663,
xgboost_classifier,cross_validation,False,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.292,0.3062204081632653,0.45624426673100144,0.2480992133159063,
xgboost_classifier,cross_validation,False,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.30533333333333335,0.32399727891156466,0.474307827546603,0.26357421554036203,
xgboost_classifier,cross_validation,False,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.292,0.3062204081632653,0.45624426673100144,0.2480992133159063,
xgboost_classifier,cross_validation,False,True,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.30533333333333335,0.32399727891156466,0.474307827546603,0.26357421554036203,
xgboost_classifier,holdout,False,True,True,,0.3288888888888889,0.3106666666666667,0.4219617604617604,0.30352131081852446,default
xgboost_classifier,cross_validation,True,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.196,0.21648299319727887,0.332758251272537,0.16961134210593998,
xgboost_classifier,cross_validation,True,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.21733333333333332,0.23430884353741493,0.3085392643637541,0.18892029712317826,
xgboost_classifier,cross_validation,True,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.176,0.19371700680272108,0.2691749271137026,0.1531261408838208,
xgboost_classifier,cross_validation,True,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.22399999999999998,0.24632380952380953,0.34802001354654416,0.1999421580686887,
xgboost_classifier,cross_validation,True,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.17733333333333334,0.19437006802721088,0.2924362612444245,0.15328149995929105,
xgboost_classifier,cross_validation,True,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.20800000000000002,0.22789795918367345,0.32932455163883734,0.1824076630852141,
xgboost_classifier,cross_validation,True,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.24533333333333332,0.2640952380952381,0.3476516034985423,0.21384290765923417,
xgboost_classifier,cross_validation,True,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.2693333333333333,0.2860421768707483,0.37668940424654707,0.22779045897413247,
xgboost_classifier,cross_validation,True,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.24266666666666667,0.2678993197278912,0.33545238095238095,0.21442455231842988,
xgboost_classifier,cross_validation,True,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.2666666666666667,0.2891197278911565,0.3608636864269517,0.23558333367312959,
xgboost_classifier,cross_validation,True,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.2373333333333333,0.26115918367346935,0.3215434844067497,0.20378200167179758,
xgboost_classifier,cross_validation,True,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.272,0.294665306122449,0.3332921606737933,0.2322375792008445,
xgboost_classifier,holdout,True,False,True,,0.22666666666666666,0.2023333333333333,0.28873520923520923,0.17786171344994878,default
xgboost_classifier,cross_validation,False,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.18933333333333333,0.21603129251700678,0.32561723356009076,0.16558968786315725,
xgboost_classifier,cross_validation,False,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.20800000000000002,0.2296136054421769,0.31393432282003714,0.17713143998858286,
xgboost_classifier,cross_validation,False,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.176,0.18990476190476188,0.28713954752730264,0.14674839782066673,
xgboost_classifier,cross_validation,False,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.21333333333333332,0.23564217687074826,0.2948065399453154,0.18386037803732883,
xgboost_classifier,cross_validation,False,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.18266666666666667,0.19668707482993195,0.31509818005124124,0.14899466519874685,
xgboost_classifier,cross_validation,False,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.20933333333333332,0.23524081632653057,0.32885687305891387,0.17806015270577094,
xgboost_classifier,cross_validation,False,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'n_jobs': -1, 'tree_method': 'hist'}",0.24533333333333332,0.2664054421768708,0.3597705215419501,0.21264736034940118,
xgboost_classifier,cross_validation,False,False,True,"{'booster': 'gbtree', 'device': 'cuda', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'n_jobs': -1, 'tree_method': 'hist'}",0.272,0.2931455782312925,0.3509881556085638,0.23155379767624668,
