algorithm,validation_method,remove_outliers,scale_data,use_pca,impute_missing_values,params,time,conf_matrix,accuracy,precision,recall,f1
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.0856471061706543,"[[131.0, 6.0], [11.0, 70.0]]",0.9220573313039067,0.9109083038900314,0.9213555472975763,0.9153947650413105
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.07484793663024902,"[[132.0, 5.0], [24.0, 57.0]]",0.8668188736681888,0.8374515137665747,0.8845387377612441,0.8486593154678261
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.07368993759155273,"[[133.0, 4.0], [27.0, 54.0]]",0.8575596144089296,0.8226366989517597,0.8881279700643349,0.8333446301531408
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.07457494735717773,"[[130.0, 7.0], [22.0, 59.0]]",0.8670091324200913,0.8428527483344759,0.8757074070337111,0.8517478503790482
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.07115888595581055,"[[130.0, 7.0], [22.0, 59.0]]",0.8670091324200913,0.8428527483344759,0.8757074070337111,0.8517478503790482
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.07253456115722656,"[[130.0, 7.0], [22.0, 59.0]]",0.8670091324200913,0.8428527483344759,0.8757074070337111,0.8517478503790482
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.07213377952575684,"[[131.0, 6.0], [22.0, 59.0]]",0.8715753424657534,0.8462541088786937,0.8831737968530421,0.8567176372128041
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.07074427604675293,"[[131.0, 6.0], [22.0, 59.0]]",0.8715753424657534,0.8462541088786937,0.8831737968530421,0.8567176372128041
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.07335853576660156,"[[131.0, 6.0], [22.0, 59.0]]",0.8715753424657534,0.8462541088786937,0.8831737968530421,0.8567176372128041
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.0750429630279541,"[[128.0, 9.0], [11.0, 70.0]]",0.9082318619989853,0.9000995359384064,0.9033278038195224,0.901065399100163
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.0838022232055664,"[[132.0, 5.0], [24.0, 57.0]]",0.8668188736681888,0.8374515137665747,0.8845387377612441,0.8486593154678261
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.08103513717651367,"[[133.0, 4.0], [27.0, 54.0]]",0.8575596144089296,0.8226366989517597,0.8881279700643349,0.8333446301531408
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.07543706893920898,"[[130.0, 7.0], [22.0, 59.0]]",0.8670091324200913,0.8428527483344759,0.8757074070337111,0.8517478503790482
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.07060050964355469,"[[130.0, 7.0], [22.0, 59.0]]",0.8670091324200913,0.8428527483344759,0.8757074070337111,0.8517478503790482
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.06912636756896973,"[[130.0, 7.0], [22.0, 59.0]]",0.8670091324200913,0.8428527483344759,0.8757074070337111,0.8517478503790482
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.06959080696105957,"[[131.0, 6.0], [22.0, 59.0]]",0.8715753424657534,0.8462541088786937,0.8831737968530421,0.8567176372128041
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.07418417930603027,"[[131.0, 6.0], [22.0, 59.0]]",0.8715753424657534,0.8462541088786937,0.8831737968530421,0.8567176372128041
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.0695960521697998,"[[131.0, 6.0], [22.0, 59.0]]",0.8715753424657534,0.8462541088786937,0.8831737968530421,0.8567176372128041
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.06927919387817383,"[[129.0, 8.0], [11.0, 70.0]]",0.9127980720446472,0.903500896482624,0.9098724651623202,0.9059548091947404
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.07161307334899902,"[[132.0, 5.0], [24.0, 57.0]]",0.8668188736681888,0.8374515137665747,0.8845387377612441,0.8486593154678261
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.09261250495910645,"[[133.0, 4.0], [27.0, 54.0]]",0.8575596144089296,0.8226366989517597,0.8881279700643349,0.8333446301531408
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.0716249942779541,"[[130.0, 7.0], [22.0, 59.0]]",0.8670091324200913,0.8428527483344759,0.8757074070337111,0.8517478503790482
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.06817054748535156,"[[130.0, 7.0], [22.0, 59.0]]",0.8670091324200913,0.8428527483344759,0.8757074070337111,0.8517478503790482
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.0715034008026123,"[[130.0, 7.0], [22.0, 59.0]]",0.8670091324200913,0.8428527483344759,0.8757074070337111,0.8517478503790482
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.0706782341003418,"[[131.0, 6.0], [22.0, 59.0]]",0.8715753424657534,0.8462541088786937,0.8831737968530421,0.8567176372128041
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.06879019737243652,"[[131.0, 6.0], [22.0, 59.0]]",0.8715753424657534,0.8462541088786937,0.8831737968530421,0.8567176372128041
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.0680537223815918,"[[131.0, 6.0], [22.0, 59.0]]",0.8715753424657534,0.8462541088786937,0.8831737968530421,0.8567176372128041
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.07100605964660645,"[[129.0, 8.0], [10.0, 71.0]]",0.9173642820903094,0.9104453409270684,0.9136736088081844,0.9114112040888251
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.0703897476196289,"[[132.0, 5.0], [23.0, 58.0]]",0.8713850837138509,0.8443959582110191,0.8883398814071083,0.8541157103619109
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.06962227821350098,"[[133.0, 4.0], [26.0, 55.0]]",0.8621258244545915,0.8295811433962044,0.8919291137101989,0.8388010250472256
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.07010936737060547,"[[130.0, 7.0], [20.0, 61.0]]",0.8761415525114155,0.8567416372233648,0.8832392076327386,0.8627953708365066
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.0696556568145752,"[[130.0, 7.0], [20.0, 61.0]]",0.8761415525114155,0.8567416372233648,0.8832392076327386,0.8627953708365066
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.06963109970092773,"[[130.0, 7.0], [20.0, 61.0]]",0.8761415525114155,0.8567416372233648,0.8832392076327386,0.8627953708365066
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.07011747360229492,"[[131.0, 6.0], [21.0, 60.0]]",0.8761415525114155,0.853198553323138,0.8865511384656779,0.8623275605239759
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.06874203681945801,"[[131.0, 6.0], [21.0, 60.0]]",0.8761415525114155,0.853198553323138,0.8865511384656779,0.8623275605239759
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.07061910629272461,"[[131.0, 6.0], [21.0, 60.0]]",0.8761415525114155,0.853198553323138,0.8865511384656779,0.8623275605239759
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.07015228271484375,"[[129.0, 8.0], [10.0, 71.0]]",0.9173642820903094,0.9104453409270684,0.9136736088081844,0.9114112040888251
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.06862163543701172,"[[132.0, 5.0], [23.0, 58.0]]",0.8713850837138509,0.8443959582110191,0.8883398814071083,0.8541157103619109
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.07012152671813965,"[[133.0, 4.0], [26.0, 55.0]]",0.8621258244545915,0.8295811433962044,0.8919291137101989,0.8388010250472256
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.06959915161132812,"[[130.0, 7.0], [20.0, 61.0]]",0.8761415525114155,0.8567416372233648,0.8832392076327386,0.8627953708365066
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.07261204719543457,"[[130.0, 7.0], [20.0, 61.0]]",0.8761415525114155,0.8567416372233648,0.8832392076327386,0.8627953708365066
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.07314920425415039,"[[130.0, 7.0], [20.0, 61.0]]",0.8761415525114155,0.8567416372233648,0.8832392076327386,0.8627953708365066
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.06827902793884277,"[[131.0, 6.0], [21.0, 60.0]]",0.8761415525114155,0.853198553323138,0.8865511384656779,0.8623275605239759
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.06931185722351074,"[[131.0, 6.0], [21.0, 60.0]]",0.8761415525114155,0.853198553323138,0.8865511384656779,0.8623275605239759
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.06910157203674316,"[[131.0, 6.0], [21.0, 60.0]]",0.8761415525114155,0.853198553323138,0.8865511384656779,0.8623275605239759
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.06936788558959961,"[[131.0, 6.0], [10.0, 71.0]]",0.9266235413495686,0.9178527483344759,0.9251566909434404,0.9208511599353953
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.06917786598205566,"[[132.0, 5.0], [23.0, 58.0]]",0.8713850837138509,0.8443959582110191,0.8883398814071083,0.8541157103619109
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.06986021995544434,"[[133.0, 4.0], [26.0, 55.0]]",0.8621258244545915,0.8295811433962044,0.8919291137101989,0.8388010250472256
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.06827783584594727,"[[130.0, 7.0], [20.0, 61.0]]",0.8761415525114155,0.8567416372233648,0.8832392076327386,0.8627953708365066
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.07013964653015137,"[[130.0, 7.0], [20.0, 61.0]]",0.8761415525114155,0.8567416372233648,0.8832392076327386,0.8627953708365066
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.06901311874389648,"[[130.0, 7.0], [20.0, 61.0]]",0.8761415525114155,0.8567416372233648,0.8832392076327386,0.8627953708365066
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.06969213485717773,"[[131.0, 6.0], [21.0, 60.0]]",0.8761415525114155,0.853198553323138,0.8865511384656779,0.8623275605239759
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.06921172142028809,"[[131.0, 6.0], [21.0, 60.0]]",0.8761415525114155,0.853198553323138,0.8865511384656779,0.8623275605239759
decision_tree_classifier,cross_validation,True,True,True,True,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.06969475746154785,"[[131.0, 6.0], [21.0, 60.0]]",0.8761415525114155,0.853198553323138,0.8865511384656779,0.8623275605239759
decision_tree_classifier,holdout,True,True,True,True,default,0.022331953048706055,"[[39, 2], [4, 21]]",0.9090909090909091,0.8956097560975609,0.910010111223458,0.9017857142857142
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.05108928680419922,"[[55.0, 5.0], [3.0, 48.0]]",0.9277245782033744,0.9329191033138402,0.930566448801743,0.9271181431895719
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.05150008201599121,"[[57.0, 3.0], [3.0, 48.0]]",0.945280437756498,0.948196881091618,0.9479638009049774,0.9446191184900862
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.05108904838562012,"[[56.0, 4.0], [3.0, 48.0]]",0.9354765161878705,0.9398635477582845,0.9403385285738227,0.9349098124098125
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.05460476875305176,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.05362558364868164,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.05358552932739258,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.1118011474609375,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.05222916603088379,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.05008721351623535,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.05210137367248535,"[[56.0, 4.0], [3.0, 48.0]]",0.9354765161878705,0.9398635477582845,0.9403385285738227,0.9349098124098125
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.05179405212402344,"[[57.0, 3.0], [3.0, 48.0]]",0.945280437756498,0.948196881091618,0.9479638009049774,0.9446191184900862
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.0515904426574707,"[[57.0, 3.0], [4.0, 47.0]]",0.9375284997720018,0.9394249512670565,0.9422657952069716,0.9364554085616704
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.051099300384521484,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.05159783363342285,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.05096745491027832,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.0516810417175293,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.051163434982299805,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.05160188674926758,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.05107712745666504,"[[56.0, 4.0], [3.0, 48.0]]",0.9375284997720018,0.9412524366471735,0.9381917211328976,0.9368274492698457
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.05057811737060547,"[[56.0, 4.0], [3.0, 48.0]]",0.9354765161878705,0.9398635477582845,0.9403385285738227,0.9349098124098125
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.05111861228942871,"[[57.0, 3.0], [4.0, 47.0]]",0.9375284997720018,0.9394249512670565,0.9422657952069716,0.9364554085616704
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.051566362380981445,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.05210542678833008,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.052026987075805664,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.051876068115234375,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.05157470703125,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.05098557472229004,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.05328798294067383,"[[56.0, 4.0], [3.0, 48.0]]",0.9375284997720018,0.9412524366471735,0.9381917211328976,0.9368274492698457
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.053194522857666016,"[[55.0, 5.0], [3.0, 48.0]]",0.9256725946192431,0.9294468810916179,0.9304665242165243,0.9250462962962963
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.05039811134338379,"[[55.0, 5.0], [4.0, 47.0]]",0.917920656634747,0.9206749512670566,0.9247685185185185,0.9168825863678806
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.053099870681762695,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.054590463638305664,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.05115699768066406,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.05117034912109375,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.05211973190307617,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.052611351013183594,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.05157208442687988,"[[56.0, 4.0], [3.0, 48.0]]",0.9375284997720018,0.9412524366471735,0.9381917211328976,0.9368274492698457
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.05160951614379883,"[[55.0, 5.0], [4.0, 47.0]]",0.917920656634747,0.9206749512670566,0.9247685185185185,0.9168825863678806
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.052582502365112305,"[[55.0, 5.0], [3.0, 48.0]]",0.9256725946192431,0.9294468810916179,0.9304665242165243,0.9250462962962963
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.05080437660217285,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.05217289924621582,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.055640220642089844,"[[51.0, 9.0], [3.0, 48.0]]",0.8905608755129958,0.8988913255360623,0.8988913255360623,0.8900677961242976
decision_tree_classifier,cross_validation,True,True,True,False,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.05063939094543457,"[[54.0, 6.0], [6.0, 45.0]]",0.8905608755129958,0.8981968810916179,0.8981968810916179,0.8898635477582847
